tau_floor_h,peak_Cp,peak_Cheart,AUC_heart,final_EF
0.0001,8.66429800530695,0.0904343214229626,46.2042287347546,47.8603746228388
0.001,8.60858438653178,0.0900673549158236,46.051765965464,47.8775259126888
0.01,8.45955703076232,0.0890819342388294,45.6406145231536,47.9245268093528
